text,label,clean_text,text_length
F:The product shall allow a user to identify himself or herself as a player.,non-functional,fthe product shall allow user identify player,7
F: Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,non-functional,f game initiated product shall make player assigned game unavailable selection list player,13
F:The product shall allow a user to remove himself or herself from the list of players at any time.,non-functional,fthe product shall allow user remove list player time,9
F:The product shall make inactive players unavailable for selection from the list of players.,non-functional,fthe product shall make inactive player unavailable selection list player,10
F:The product shall remove players who have been inactive for 24 hours from the list of players.,non-functional,fthe product shall remove player inactive hour list player,9
F:The product shall allow a player to initiate a game by selecting another available player from the list of players.,non-functional,fthe product shall allow player initiate game selecting another available player list player,13
F: Once a game is initiated  the product shall display a defensive grid to each player,non-functional,f game initiated product shall display defensive grid player,9
F: Once a game is initiated  the product shall display an offensive grid to each player.,non-functional,f game initiated product shall display offensive grid player,9
F:The product shall prevent a player from viewing the offensive or defensive grids of the other player.,non-functional,fthe product shall prevent player viewing offensive defensive grid player,10
F: Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.,non-functional,f game initiated product shall allow player position ship respective defensive grid,12
F:The product shall allow a player to position ships horizontally on their grid.,non-functional,fthe product shall allow player position ship horizontally grid,9
F:The product shall allow the player to position ships vertically on their grid.,non-functional,fthe product shall allow player position ship vertically grid,9
F:The product shall allow the player to position ships diagonally on their grid,non-functional,fthe product shall allow player position ship diagonally grid,9
F:The product shall prevent the player from overlapping ships on their grid.,non-functional,fthe product shall prevent player overlapping ship grid,8
F: When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.,non-functional,f player positioned ship defensive grid product shall define status player first turn,13
F: For each turn  the product shall identify one player as offensive status and one player as defensive status.,non-functional,f turn product shall identify one player offensive status one player defensive status,13
F: The product shall maintain the status of each player for a turn  either offensive or defensive.,non-functional,f product shall maintain status player turn either offensive defensive,10
F: At the start of each turn  the product shall notify each player of his or her status.,non-functional,f start turn product shall notify player status,8
F: For each turn  the product shall allow the offensive player to define a shot.,non-functional,f turn product shall allow offensive player define shot,9
F: For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,non-functional,f shot product shall examine defensive grid defensive player determine whether shot hit miss,14
F: For each shot  the product shall notify the players whether the shot was a hit or miss.,non-functional,f shot product shall notify player whether shot hit miss,10
F: For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,non-functional,f shot product shall mark shot hit miss defensive grid defensive player,12
F: For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,non-functional,f shot product shall mark shot hit miss offensive grid offensive player,12
F:When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,non-functional,fwhen hit result sinking ship product shall notify player ship sunk,11
F:When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.,non-functional,fwhen hit result sinking ship product shall mark ship sunk defensive grid defensive player,14
F:When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,non-functional,fwhen hit result sinking ship product shall indicate type ship sunk defensive grid defensive player,15
F:When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,non-functional,fwhen hit result sinking ship product shall mark ship sunk offensive grid offensive player,14
F:If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,non-functional,fif shot marked hit product shall allow offensive player define shot,11
F:If the shot was marked as a miss  the product shall change the status of the offensive player to defensive,non-functional,fif shot marked miss product shall change status offensive player defensive,11
F:If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,non-functional,fif shot marked miss product shall change status defensive player offensive,11
F:The product shall continue to assign turns until the game is ended.,non-functional,fthe product shall continue assign turn game ended,8
F:The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player�s ships  which had not been previously marked as sunk.,non-functional,fthe product shall end game hit offensive player result sinking last defensive player ship previously marked sunk,17
F:The product shall allow a player to end a game at any time during the game.,non-functional,fthe product shall allow player end game time game,9
F:When a game is ended  the product shall notify the players that the game is ended.,non-functional,fwhen game ended product shall notify player game ended,9
F:The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).,non-functional,fthe notification game ending include reason game ended ie player game player ended game,14
F:When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,non-functional,fwhen game ended product shall allow player identify available player list player,12
F:When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,non-functional,fwhen game ended product shall allow player remove list player,10
US:The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,non-functional,usthe system shall easy use caller supervisor caller supervisor must able accomplish system task within minute,16
US:The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,non-functional,usthe system shall easy learn caller supervisor caller supervisor shall learn use system within minute,15
PE:The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.,non-functional,pethe system shall responsive depaul teleservices center supervisor us system view caller schedule system response time must second time second rest time,22
PE:On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.,non-functional,peon k connection system response time operation must second time,10
PE:On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.,non-functional,peon k connection faster system response time operation must second time,11
A:The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.,non-functional,athe system shall high availability every day yearthe system must available use pm day year,15
A:The system must be available for use between 7:00AM and 11:59PM all days of the year.,non-functional,athe system must available use pm day year,8
MN:The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.,non-functional,mnthe product shall internet browser independentthe product must run using internet explorer netscape navigator,14
SE:The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,non-functional,sethe product shall ensure supervisor advertise empty time slotsthe product must ensure supervisor allowed access advertise empty time slot,19
SE:The product shall ensure that only supervisors can enter a caller�s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.,non-functional,sethe product shall ensure supervisor enter caller schedulethe product must ensure supervisor allowed access advertise empty time slot,18
SE:The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,non-functional,sethe product shall ensure supervisor view schedule callersthe product must ensure supervisor allowed access advertise empty time slot,18
LF:The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.,non-functional,lfthe interface shall simple look interface usability survey beta tester must report interface adequately simple,15
LF:The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.,non-functional,lfthe interface shall appealing caller supervisor interface usability survey beta tester must report interface appealing,15
LF:The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,non-functional,lfthe product shall provide gui based monitoring servicessystem administrator shall monitor message exchange predict determine problem also provide internal external support,21
LF:The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.,non-functional,lfthe product shall comply city chicago application development guide frameworkapplication development framework provide structured graphical user interface,17
US:The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.,non-functional,usthe product shall provide monitoring servicesthe product shall easy system administrator dba use two week usage,16
US:The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,non-functional,usthe product shall provide error tracking servicesthe product shall help system administrator dba resolve transaction error time,17
US:The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),non-functional,usthe product shall provide portalsthe product shall help system administrator analyze transaction adhoc reporting kpis key performance indicator,18
PE:The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,non-functional,pethe product shall provide asynchronous messagingthe product shall provide asynchronous messaging enable parallel processing reduce overhead communication,17
PE:The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.,non-functional,pethe product shall provide multithreading load balancingthe product shall provide multithreading technology well load balancing overcome data load spike traffic,20
PE:The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,non-functional,pethe product shall process message within secondsthe product shall maximum message processing time second,14
PE:The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.,non-functional,pethe product shall poll system message every secondthe product shall poll system new message maximum every second,17
PE:The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.,non-functional,pethe product shall provide dynamic change support transparent resource additionthe product shall support transparent resource addition dynamic change support provide scalability avoid service interruption day,25
A:The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,non-functional,athe product shall available time rationale avoid service interruption busiest customer service response period product shall available time regular business day,21
FT:The product shall be robust.The product shall have fault avoidance based on standards adoption.,non-functional,ftthe product shall robustthe product shall fault avoidance based standard adoption,11
FT:The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,non-functional,ftthe product shall robust fault tolerancethe product shall fault tolerance using recovery technique compensatory transaction routing around failure,18
SC:The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.,non-functional,scthe product shall able process transactionsthe product shall process minimum million transaction per year,14
O:The product shall be platform independent.The product shall enable access to any type of development environment and platform.,non-functional,othe product shall platform independentthe product shall enable access type development environment platform,13
O:The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.,non-functional,othe product shall interface csr datastreamthe product shall exchange message csr eam real time basis without direct interface two system,20
MN:The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.,non-functional,mnthe product shall continue operate upgrade change new resource additionthe product shall able continue operate interruption service due new resource addition,21
MN:The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.,non-functional,mnthe product shall updated regular basisthe product new major feature introduced every six month quarterly maintenance release every six month,20
MN:The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.,non-functional,mnthe product shall operate every platformthe product shall accommodate new technology without change architecture,14
SE: The product shall have security.The product shall provide authentication  and authorization.,non-functional,se product shall securitythe product shall provide authentication authorization,9
SE:The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,non-functional,sethe product shall information security product shall enable privacy encryption wssecurity integrity checking,13
SE:The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,non-functional,sethe product shall audit capabilitiesthe product shall store message minimum one year audit transaction tracking purpose,16
LF:The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.,non-functional,lfthe system shall use ibm ccr branding standard interface must one ibm logo one ccr logo,16
LF:The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,non-functional,lfthe system shall displayable work computer ccr user may system interface shall formatted display pixel resolution,16
LF:The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,non-functional,lfthe system interface use ccr nomenclature system must use nomenclature used existing wcs system report,15
LF:The interface must summarize the data in a fashion that�s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,non-functional,lfthe interface must summarize data fashion thats appealing ccr management every report type must least one high level summary shown result dashboardinterface,22
US:The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,non-functional,usthe system must use point click interface selection navigation functionality must able activatedselected either mouse keyboard,16
US:The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.,non-functional,usthe interface shall easy use user able successfully use system generate report first use interface adhere ibm usability standard,19
US:Rreports must be easy to generate. eports must be generated within one button click and exported within one button click (after selecting the report),non-functional,usrreports must easy generate eports must generated within one button click exported within one button click selecting report,18
US:A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.,non-functional,usa user shall able use system without instruction short amount time one use user understand remember system usage navigation,19
US:All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),non-functional,usall ccr user shall receive training wcs system deployed one training session held ccr user system deployment based ccr user available,21
US:The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.,non-functional,usthe wcs system shall use appropriate nomenclature terminology defined corporate community grant organization interface report undergo usability test ccr user,20
A:The WCS system shall be available at all times as long as IBM�s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM�s internal intranet W3 is available.,non-functional,athe wcs system shall available time long ibms internal intranet w accessible wcs system available time ibms internal intranet w available,21
SC:The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.,non-functional,scthe wcs system shall ability connect designated wcs database currently included system,12
SC:The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.,non-functional,scthe wcs system shall ability include data region outside united state accessed user outside united state approved ccr management,19
O:The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.,non-functional,othe wcs system shall run window environment wcs shall accessed user internet ibm computer running window operating system,18
O:The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.,non-functional,othe brio portion wcs system must able export file spreadsheet form microsoft excel lotus format brio provide button user interface produceexport report xl file format,25
MN:The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.,non-functional,mnthe wcs system must run query wcs database specified day update available data available ccr user query must made external database data refresh week,24
MN: All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation,non-functional,mn change update addition wcs system shall updated wcs developer wcs user guide every change must reflected wcs system documentation,20
SE:The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.,non-functional,sethe system shall accessed authorized corporate community grant ccr employee user must authenticated using ibm intranet user name password,19
SE:The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user�s computer.,non-functional,sethe wcs system shall allow automatic logins user cooky containing wcs login information user stored user computer,17
SE:Each team owner will need to use a username and password in order to be authenticated to reach the team owner�s page,non-functional,seeach team owner need use username password order authenticated reach team owner page,13
SE:The Commissioner will be the only authorized user per league to adjust league settings.,non-functional,sethe commissioner authorized user per league adjust league setting,9
LF:Each page shall contain a navigation menu which shows the index into which the current page is contained.,non-functional,lfeach page shall contain navigation menu show index current page contained,11
LF:Each page shall contain a similar format with action items in one location and navigation buttons in a different location.,non-functional,lfeach page shall contain similar format action item one location navigation button different location,14
LF:The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.,non-functional,lfthe message board shall contain recently posted message league page message contain first character message,15
US:A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.,non-functional,usa new user shall able navigate league team page within second reaching startup page,14
US:Users shall be able to reach the �add�  �drop�  and �trade player� pages with one click from the team owner�s page.,non-functional,ususers shall able reach add drop trade player page one click team owner page,14
US:Users shall be able to view at least 25 NFL player statistics and points on each page.,non-functional,ususers shall able view least nfl player statistic point page,10
US:The application shall ask the user to confirm dropping a player or trading a player before performing the action.,non-functional,usthe application shall ask user confirm dropping player trading player performing action,12
PE:The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.,non-functional,pethe application shall able complete every user transaction within one fourth second receiving request network,15
A:The application shall have a downtime of at most 10 minutes per year.,non-functional,athe application shall downtime minute per year,7
O:The application shall run on a web application server.,non-functional,othe application shall run web application server,7
PE:The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,non-functional,pethe maximum wait time user navigating one screen another within dispute application shall second,14
PE:The Disputes application shall support 350 concurrent users without any degradation of performance in the application.,non-functional,pethe dispute application shall support concurrent user without degradation performance application,11
O: The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.  Monday � Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST,non-functional,dispute application shall available xx exception following scheduled maintenance window monday saturday est sunday amd est,16
O:The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database,non-functional,othe dispute application shall interface statement database statement database provides transaction detail dispute system transaction detail must obtained statement database,20
O:A primary database will be used to store cached data for active users.,non-functional,oa primary database used store cached data active user,9
A:The system shall achieve 95% up time.,non-functional,athe system shall achieve time,5
LF:The system shall have a professional appearance,non-functional,lfthe system shall professional appearance,5
LF:The product shall have a consistent color scheme and fonts.,non-functional,lfthe product shall consistent color scheme font,7
US:The system shall be used by realtors with no training.,non-functional,usthe system shall used realtor training,6
US:The system shall be intuitive and self explanatory.,non-functional,usthe system shall intuitive self explanatory,6
US:The product shall be easy for a realtor to learn.,non-functional,usthe product shall easy realtor learn,6
US:The product shall use symbols and words that are naturally understandable by the realtor community.,non-functional,usthe product shall use symbol word naturally understandable realtor community,10
PE:The product shall produce search results in an acceptable time,non-functional,pethe product shall produce search result acceptable time,8
PE:The search results shall be returned no later 30      seconds  after the user has entered the search criteria,non-functional,pethe search result shall returned later second user entered search criterion,11
PE:The product shall generate a CMA report in an acceptable time.,non-functional,pethe product shall generate cma report acceptable time,8
PE:The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.,non-functional,pethe cma report shall returned later second user entered cma report criterion,12
PE:The product shall synchronize contacts and appointments in an acceptable time.,non-functional,pethe product shall synchronize contact appointment acceptable time,8
PE:The product shall synchronize with the office system every hour.,non-functional,pethe product shall synchronize office system every hour,8
A: The product shall be available for use 24 hours per day  365 days  per year,non-functional,product shall available use hour per day day per year,10
A: Out of 1000 accesses to the system  the system is available 999 times.,non-functional,access system system available time,5
FT:The product shall operate in offline mode whenever internet connection is unavailable.,non-functional,ftthe product shall operate offline mode whenever internet connection unavailable,10
FT: The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.,non-functional,ft product shall allow user view previously downloaded search result cma report appointment,13
FT:The product shall retain user preferences in the event of a failure.,non-functional,ftthe product shall retain user preference event failure,8
FT:100% of saved user preferences shall be restored when system comes back online.,non-functional,ft saved user preference shall restored system come back online,10
SC:The product shall be able to support multiple remote users,non-functional,scthe product shall able support multiple remote user,8
SC:The product shall be able support 1000 simultaneous users.,non-functional,scthe product shall able support simultaneous user,7
SC:The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.,non-functional,scthe product shall capable handling existing user number expected grow time within next year,14
US:The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,non-functional,usthe product shall installed untrained realtor without recourse separatelyprinted instruction,10
US:90% of untrained realtors shall be able to install the product on their device without printed instructions,non-functional,u untrained realtor shall able install product device without printed instruction,11
PO:The product is expected to run on Windows CE and Palm operating systems.,non-functional,pothe product expected run window ce palm operating system,9
SE:Only registered realtors shall be able to access the system.,non-functional,seonly registered realtor shall able access system,7
SE:Every user of the system shall be authenticated and authorized.,non-functional,seevery user system shall authenticated authorized,6
SE:The product shall prevent its data from incorrect data being introduced.,non-functional,sethe product shall prevent data incorrect data introduced,8
F:The system shall allow a real estate agent to query MLS information,non-functional,fthe system shall allow real estate agent query ml information,10
F:The user shall be able to get driving directions to a selected property,non-functional,fthe user shall able get driving direction selected property,9
F:The user shall be able to download appointments and contact information for clients,non-functional,fthe user shall able download appointment contact information client,9
F:The system shall display clear property images in the search results,non-functional,fthe system shall display clear property image search result,9
SC:system shall be able to handle all of the user requests/usage during business hours.,non-functional,scsystem shall able handle user requestsusage business hour,8
SC:The system shall cater to 10 simultaneous users from 9am to 5pm.,non-functional,scthe system shall cater simultaneous user pm,7
SC:The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,non-functional,scthe system shall capable processing nursing student class next year,10
SC:The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,non-functional,scthe system shall expected manage nursing program curriculum classclinical scheduling minimum year,12
O:The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,non-functional,othe system shall able operate within business office environment typical nursing department depaul university,14
O:The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,non-functional,othe system shall used within specification defined computer used program administratorsnursing staff member,13
O:A secondary database will be used to store historical statistics and data.,non-functional,oa secondary database used store historical statistic data,8
F:The system shall be able to call the seller or buyer to schedule an appointment,non-functional,fthe system shall able call seller buyer schedule appointment,9
F:The realtor shall be notified of new client appointments after automatic synchronization with office system,non-functional,fthe realtor shall notified new client appointment automatic synchronization office system,11
F:The realtor shall be able to retrieve a map showing property locations for a specified area,non-functional,fthe realtor shall able retrieve map showing property location specified area,11
F:The system shall notify the realtor when a seller or buyer responds to an appointment request,non-functional,fthe system shall notify realtor seller buyer responds appointment request,10
F:The product shall allow the user to save the property search results.,non-functional,fthe product shall allow user save property search result,9
US:The system shall be easy to use by the Program Administrators/Nursing Staff Members.,non-functional,usthe system shall easy use program administratorsnursing staff member,9
US:All of the users shall be able to use the system after one day of training.,non-functional,usall user shall able use system one day training,9
US:The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,non-functional,usthe system shall help user avoid making mistake scheduling class clinicals nursing student,13
US:The number of mistakes noted by the students shall be decreased by 50% in the first year.,non-functional,usthe number mistake noted student shall decreased first year,9
US:The system shall be intuitive to the Program Administrators/Nursing Staff Members.,non-functional,usthe system shall intuitive program administratorsnursing staff member,8
US:2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,non-functional,u program administratorsnursing staff member shall successfully able use system manage scheduling class clinicals,14
US:The system shall use symbols and words that are naturally understandable by the user community.,non-functional,usthe system shall use symbol word naturally understandable user community,10
US:The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,non-functional,usthe verbiage used within system shall consistent standard english terminology national nursing community,13
PE:Staff members shall be able to complete a set of tasks in a timely manner.,non-functional,pestaff member shall able complete set task timely manner,9
PE:The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,non-functional,pethe response time general student management task shall take longer second response time schedule generation shall take longer second,19
A:The system shall be available for use between the hours of 8am and 6pm.,non-functional,athe system shall available use hour pm,7
O:The system shall operate within the Windows XP Professional operating system.,non-functional,othe system shall operate within window xp professional operating system,10
O:The system shall interface with CampusConnect�s central server,non-functional,othe system shall interface campusconnects central server,7
O:The system shall interface with the faculty central server.,non-functional,othe system shall interface faculty central server,7
O:The system shall interface with the student master server.,non-functional,othe system shall interface student master server,7
O:We must be able to interface with any HTML browser.,non-functional,owe must able interface html browser,6
SE:Only authorized users shall have access to clinical site information.,non-functional,seonly authorized user shall access clinical site information,8
SE:Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,non-functional,seprogram administratorsnursing staff member people shall access clinical site detail,10
SE:Only authorized users shall have access to students� personal information.,non-functional,seonly authorized user shall access student personal information,8
SE:Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students� personal information.,non-functional,sedr susan poslusny dr julie donalek people shall access student personal information,12
SE:Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,non-functional,seonly authorized user shall access portion system interface campusconnect,9
SE:Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,non-functional,sefit criterion dr susan poslusny karen sysol people shall access final class section scheduling system interface campusconnect,17
SE:The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,non-functional,sethe system shall basic data integrity checking reduce possibility incorrect invalid data introduced,13
SE:The system shall protect private information in accordance with the organization�s information policy.,non-functional,sethe system shall protect private information accordance organization information policy,10
SE:The system shall be built such that it is as secure as possible from malicious interference.,non-functional,sethe system shall built secure possible malicious interference,8
SE:The system shall use the organization�s standard virus protection software to help monitor threats to itself.,non-functional,sethe system shall use organization standard virus protection software help monitor threat,12
F:A cohort shall be associated to one Program of Study offered by the department.,non-functional,fa cohort shall associated one program study offered department,9
F:Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,non-functional,fprogram administrator nursing staff member shall able add listing student cohort,11
F:Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,non-functional,fprogram administrator nursing staff member shall able add single student cohort,11
F:Students added to a cohort shall be eligible for the cohort�s Program of Study.,non-functional,fstudents added cohort shall eligible cohort program study,8
F:Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.,non-functional,fprogram administrator nursing staff member shall able specify preferred sequence class given cohort,13
F: For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,non-functional,f class within sequence cohort program administrator nursing staff member shall able specify quarter class offered,16
F: For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,non-functional,f class within sequence cohort program administrator nursing staff member shall able specify quarter class offered,16
F:Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,non-functional,fprogram administrator nursing staff member shall able add new class sequence class,12
MN:Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.,non-functional,mnapplication update shall occur cst wednesday morning middle nfl season,10
MN:New System version releases shall be released at the beginning of each NFL season.,non-functional,mnnew system version release shall released beginning nfl season,9
F:The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications,non-functional,fthe system shall display data sync matrix exercise management tool application,11
F:The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.,non-functional,fthe system shall link event back either sync matrix exercise managment tool application modification,14
F:The system shall allow modification of the display.,non-functional,fthe system shall allow modification display,6
F:The system shall offer a display of all the Events in the exercise.,non-functional,fthe system shall offer display event exercise,7
F:The system shall filter data by: Venues and Key Events.,non-functional,fthe system shall filter data venue key event,8
F:The system shall allow a user to define the time segments,non-functional,fthe system shall allow user define time segment,8
F:The system shall display the local and exercise time in separate clocks,non-functional,fthe system shall display local exercise time separate clock,9
F:The system shall offer the ability to pause and resume the refresh of data.,non-functional,fthe system shall offer ability pause resume refresh data,9
F:The system shall provide charts for the Activity or Event actual versus assumed time.,non-functional,fthe system shall provide chart activity event actual versus assumed time,11
A:The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.,non-functional,athe rf system available especially budgeting period rf system shall available time year budgeting period time system become available within hour time situation reported,24
O:98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.,non-functional,user workstation shall meet minimum hardware requirement prior implementation minimum hard disk space mb,14
O:98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls,non-functional,user workstation shall meet minimum software requirement prior implementation microsoft internet explorer microsoft net framework microsoft internet explorer web control,20
"O:""The RFS system should be able to easily interface with the BDW environment  in order to load the data. �	7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end. 	Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.""",non-functional,othe rf system able easily interface bdw environment order load data data file shall received bdw loaded rf system within hour one day prior start budgeting process every year data october monthend test file shall loaded time throughout year bdw,40
MN:Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.,non-functional,mnchanges revenue expense formula must applied rf system every year prior budgeting process start revenue expense formula updated within one week receipt week allotted testing budget calculation conducted jointly project development team pcg finance,34
